latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,date_end,date_complete,brightness,bright_t31
44.83008,-1.12951,348.67,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,325.55,42.23,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83012,-1.1022,318.9,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.42,7.89,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83076,-1.13481,339.61,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,311.77,42.23,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8308,-1.10748,331.97,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,295.8,69.35,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83143,-1.1401,323.89,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.86,11.78,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83147,-1.11277,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,343.38,69.35,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83151,-1.08549,304.13,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,286.37,1.24,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83211,-1.1454,307.64,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.8,11.78,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83215,-1.11806,343.55,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,336.57,63.51,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83218,-1.09077,312.66,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.4,1.24,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83283,-1.12335,346.9,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,337.56,63.51,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83286,-1.09605,324.65,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.74,7.89,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8335,-1.12865,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,337.09,39.41,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83354,-1.10133,333.23,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,299.16,7.89,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83418,-1.13395,341.66,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,292.2,39.41,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83422,-1.10662,342.96,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,324.43,69.35,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83425,-1.07935,306.27,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,286.31,1.46,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83486,-1.13924,314.48,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.76,1.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8349,-1.1119,345.84,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,336.93,69.35,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83493,-1.08463,316.89,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.47,19.91,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83557,-1.11719,354.31,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,320.83,63.51,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83561,-1.0899,328.48,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.76,19.91,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83625,-1.12249,344.26,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,331.24,63.51,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83628,-1.09519,331.0,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,307.68,60.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83693,-1.12778,353.71,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,314.19,39.41,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83696,-1.10047,347.37,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,326.92,60.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83699,-1.07321,303.85,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,286.11,1.46,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83761,-1.13308,321.65,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.76,39.41,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83764,-1.10575,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,318.19,33.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83767,-1.07849,317.27,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.58,1.46,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83829,-1.13838,305.63,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,286.65,1.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83832,-1.11104,354.23,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,328.0,33.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83835,-1.08376,338.41,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.44,19.91,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.839,-1.11633,355.57,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,320.23,13.66,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83903,-1.08904,338.81,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,315.68,19.91,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83968,-1.12162,339.31,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,292.12,13.66,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.83971,-1.09432,343.21,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,324.62,60.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84035,-1.12692,318.58,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.83,1.42,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84038,-1.09961,354.48,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,323.98,60.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84041,-1.07235,309.24,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.29,15.68,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84103,-1.13221,307.43,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.68,1.42,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84106,-1.10489,353.61,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,330.67,33.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84109,-1.07762,329.75,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.13,15.68,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84174,-1.11018,354.25,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,321.03,33.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84242,-1.11546,340.66,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,302.41,13.66,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84245,-1.08818,351.91,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,326.43,96.12,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8431,-1.12076,312.98,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.2,13.66,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84312,-1.09346,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,318.32,26.14,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84378,-1.12605,308.49,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.92,1.42,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8438,-1.09874,355.56,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,322.44,26.14,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84383,-1.07148,312.16,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.79,15.68,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84449,-1.10403,355.57,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,325.06,28.13,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84451,-1.07676,328.2,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,315.92,15.68,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84517,-1.10932,353.36,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,327.39,28.13,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84518,-1.08204,354.09,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,322.54,96.12,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84584,-1.1146,333.64,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,292.91,3.94,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84586,-1.08731,354.35,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,325.59,96.12,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84652,-1.11989,306.24,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.89,3.94,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84655,-1.0926,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,319.43,26.14,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84657,-1.06534,304.93,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.03,2.06,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84723,-1.09788,354.86,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,323.41,26.14,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84724,-1.07061,313.57,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.61,17.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84791,-1.10317,353.32,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,328.35,28.13,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84793,-1.07589,350.75,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,307.53,17.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84859,-1.10845,346.18,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,295.83,28.13,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84861,-1.08117,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,309.44,15.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84929,-1.08645,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,317.6,15.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8493,-1.0592,303.2,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.95,2.06,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84996,-1.09173,351.65,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,337.28,40.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.84998,-1.06447,317.84,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.27,2.06,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85065,-1.09701,349.09,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,340.89,40.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85067,-1.06975,348.07,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.24,17.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85133,-1.1023,354.45,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,318.02,16.59,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85135,-1.07502,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,314.29,17.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85201,-1.10759,310.79,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,290.68,16.59,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85202,-1.0803,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,315.38,15.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85271,-1.08558,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,311.9,15.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85272,-1.05833,310.46,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.95,24.31,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85339,-1.09086,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,313.19,40.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8534,-1.0636,324.43,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,318.05,24.31,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85407,-1.09614,346.08,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,335.33,40.25,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85408,-1.06888,354.11,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,310.11,14.84,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85476,-1.10144,338.35,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,309.31,16.59,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85476,-1.07416,353.68,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,306.0,14.84,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85543,-1.10673,307.25,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.89,16.59,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85545,-1.07944,355.47,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,325.59,20.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85545,-1.05219,306.41,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.85,2.06,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85612,-1.08472,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,314.81,20.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85614,-1.05746,330.41,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,294.71,24.31,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85681,-1.09,352.36,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,324.27,39.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85682,-1.06274,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,305.0,24.31,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85749,-1.09528,342.59,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,337.23,39.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8575,-1.06801,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,312.33,14.84,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85817,-1.10057,316.73,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,289.99,3.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85818,-1.07329,354.3,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,310.6,14.84,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85886,-1.07857,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,315.31,20.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85887,-1.05133,336.58,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,298.65,36.79,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85955,-1.08385,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,315.69,20.63,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.85955,-1.0566,331.9,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,331.41,34.88,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86023,-1.08913,352.54,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,317.61,39.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86023,-1.06187,351.61,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,308.82,34.88,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86092,-1.09441,342.64,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.61,39.04,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86092,-1.06715,345.47,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,302.52,13.03,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8616,-1.0997,310.9,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.64,3.11,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8616,-1.07242,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,317.26,13.03,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8616,-1.0452,318.66,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.74,36.79,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86229,-1.0777,354.87,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,322.79,34.47,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86229,-1.05046,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,332.52,36.79,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86297,-1.08298,350.75,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,338.26,34.47,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86297,-1.05574,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,314.63,34.88,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86366,-1.08826,350.11,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,305.5,6.5,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86366,-1.06101,348.02,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.14,34.88,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86434,-1.09355,315.47,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.48,6.5,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86434,-1.06628,352.47,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,309.02,13.03,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86502,-1.07156,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,311.48,13.03,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86502,-1.04433,332.99,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.8,22.4,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86571,-1.07683,354.39,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,325.78,34.47,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86571,-1.0496,354.39,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,327.43,22.4,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86639,-1.08212,354.66,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,323.32,34.47,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86639,-1.05487,348.35,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,305.75,7.15,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86708,-1.0874,314.8,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.88,6.5,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86708,-1.06014,341.54,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,299.87,7.15,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86776,-1.09269,305.54,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,288.04,6.5,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86776,-1.06542,351.28,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,305.3,11.0,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86844,-1.07069,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,314.11,11.0,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86844,-1.04346,351.89,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,310.82,22.4,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86913,-1.07597,352.47,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,324.86,26.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86913,-1.04873,349.1,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,307.69,22.4,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86981,-1.08126,346.77,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,322.76,26.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.86981,-1.054,343.35,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.1,7.15,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87049,-1.05928,339.3,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,300.68,7.15,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8705,-1.08654,308.65,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.65,1.42,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87117,-1.03733,306.38,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,290.05,2.28,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87118,-1.06455,342.69,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,302.46,11.0,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87186,-1.06983,354.71,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,306.71,11.0,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87186,-1.0426,327.59,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,298.82,3.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87254,-1.04787,327.6,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,299.45,3.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87255,-1.07511,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,309.1,26.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87323,-1.08039,346.51,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,304.21,26.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87323,-1.05314,351.07,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,308.49,7.82,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87391,-1.05841,349.41,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,306.13,7.82,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87392,-1.08568,303.17,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,287.33,1.42,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87459,-1.03647,320.76,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,294.21,2.28,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8746,-1.06369,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,311.58,11.08,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87527,-1.04174,320.81,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,296.81,3.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87528,-1.06896,354.24,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,308.33,11.08,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87596,-1.04701,316.5,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,297.44,3.05,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87597,-1.07424,353.24,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,313.21,18.1,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87664,-1.05227,338.24,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,306.11,7.82,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87666,-1.07953,334.03,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,290.41,18.1,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87732,-1.03034,341.22,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,298.59,25.2,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87733,-1.05754,342.86,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,304.64,7.82,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87801,-1.03561,344.27,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,303.84,25.2,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87802,-1.06282,344.89,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,305.14,11.08,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87869,-1.04088,324.13,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,298.85,2.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.8787,-1.0681,367.0,0.42,0.38,2026-07-23,152,N21,VIIRS,h,2.0NRT,310.82,11.08,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87938,-1.04614,318.2,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,297.5,2.76,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
44.87939,-1.07338,351.75,0.42,0.38,2026-07-23,152,N21,VIIRS,n,2.0NRT,312.53,18.1,N,2026-07-24 14:25:15,2026-07-23 03:52:00,,
